"filename", "language", "PHP", "JavaScript", "CSS", "JSON", "XML", "SCSS", "Markdown", "comment", "blank", "total"
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\jstree-data.json", "JSON", 0, 0, 0, 36, 0, 0, 0, 0, 1, 37
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\kanban.json", "JSON", 0, 0, 0, 105, 0, 0, 0, 0, 1, 106
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\locales\de.json", "JSON", 0, 0, 0, 173, 0, 0, 0, 0, 2, 175
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\locales\en.json", "JSON", 0, 0, 0, 173, 0, 0, 0, 0, 1, 174
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\locales\fr.json", "JSON", 0, 0, 0, 173, 0, 0, 0, 0, 2, 175
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\locales\pt.json", "JSON", 0, 0, 0, 173, 0, 0, 0, 0, 2, 175
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\permissions-list.json", "JSON", 0, 0, 0, 85, 0, 0, 0, 0, 1, 86
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\projects-list.json", "JSON", 0, 0, 0, 92, 0, 0, 0, 0, 1, 93
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\search.json", "JSON", 0, 0, 0, 143, 0, 0, 0, 0, 1, 144
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\table-datatable.json", "JSON", 0, 0, 0, 1404, 0, 0, 0, 0, 1, 1405
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\data\user-list.json", "JSON", 0, 0, 0, 554, 0, 0, 0, 0, 1, 555
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\feather\fonts\feather.svg", "XML", 0, 0, 0, 0, 295, 0, 0, 3, 552, 850
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\feather\iconfont.css", "CSS", 0, 0, 291, 0, 0, 0, 0, 2, 276, 569
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 52, 0, 19, 71
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\css\flag-icon.css", "CSS", 0, 0, 1538, 0, 0, 0, 0, 0, 1, 1539
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\css\flag-icon.min.css", "CSS", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ad.svg", "XML", 0, 0, 0, 0, 158, 0, 0, 0, 1, 159
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ae.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\af.svg", "XML", 0, 0, 0, 0, 434, 0, 0, 0, 1, 435
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ag.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ai.svg", "XML", 0, 0, 0, 0, 772, 0, 0, 0, 1, 773
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\al.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\am.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ao.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\aq.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ar.svg", "XML", 0, 0, 0, 0, 144, 0, 0, 0, 1, 145
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\as.svg", "XML", 0, 0, 0, 0, 34, 0, 0, 0, 1, 35
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\at.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\au.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\aw.svg", "XML", 0, 0, 0, 0, 189, 0, 0, 0, 1, 190
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ax.svg", "XML", 0, 0, 0, 0, 19, 0, 0, 0, 1, 20
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\az.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ba.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bb.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bd.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\be.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bf.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bg.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bh.svg", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bi.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bj.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bl.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bm.svg", "XML", 0, 0, 0, 0, 98, 0, 0, 0, 1, 99
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bn.svg", "XML", 0, 0, 0, 0, 76, 0, 0, 0, 1, 77
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bo.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bq.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\br.svg", "XML", 0, 0, 0, 0, 46, 0, 0, 0, 1, 47
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bs.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bt.svg", "XML", 0, 0, 0, 0, 125, 0, 0, 0, 1, 126
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bv.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bw.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\by.svg", "XML", 0, 0, 0, 0, 60, 0, 0, 0, 1, 61
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\bz.svg", "XML", 0, 0, 0, 0, 238, 0, 0, 0, 1, 239
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ca.svg", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cc.svg", "XML", 0, 0, 0, 0, 19, 0, 0, 0, 1, 20
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cd.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cf.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cg.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ch.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ci.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ck.svg", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cl.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cm.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cn.svg", "XML", 0, 0, 0, 0, 20, 0, 0, 0, 1, 21
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\co.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cr.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cu.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cv.svg", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 1, 18
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cw.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cx.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cy.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\cz.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\de.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\dj.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\dk.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\dm.svg", "XML", 0, 0, 0, 0, 153, 0, 0, 0, 1, 154
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\do.svg", "XML", 0, 0, 0, 0, 6749, 0, 0, 0, 1, 6750
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\dz.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ec.svg", "XML", 0, 0, 0, 0, 146, 0, 0, 0, 1, 147
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ee.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\eg.svg", "XML", 0, 0, 0, 0, 42, 0, 0, 0, 1, 43
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\eh.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\er.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\es.svg", "XML", 0, 0, 0, 0, 581, 0, 0, 0, 1, 582
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\et.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\eu.svg", "XML", 0, 0, 0, 0, 28, 0, 0, 0, 1, 29
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\fi.svg", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 1, 18
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\fj.svg", "XML", 0, 0, 0, 0, 139, 0, 0, 0, 1, 140
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\fk.svg", "XML", 0, 0, 0, 0, 91, 0, 0, 0, 1, 92
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\fm.svg", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\fo.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\fr.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ga.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gb-eng.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gb-sct.svg", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gb-wls.svg", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gb.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gd.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ge.svg", "XML", 0, 0, 0, 0, 21, 0, 0, 0, 1, 22
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gf.svg", "XML", 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gg.svg", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 1, 18
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gh.svg", "XML", 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gi.svg", "XML", 0, 0, 0, 0, 33, 0, 0, 0, 1, 34
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gl.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gm.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gn.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gp.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gq.svg", "XML", 0, 0, 0, 0, 37, 0, 0, 0, 1, 38
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gr.svg", "XML", 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gs.svg", "XML", 0, 0, 0, 0, 215, 0, 0, 0, 1, 216
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gt.svg", "XML", 0, 0, 0, 0, 216, 0, 0, 0, 1, 217
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gu.svg", "XML", 0, 0, 0, 0, 40, 0, 0, 0, 1, 41
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gw.svg", "XML", 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\gy.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\hk.svg", "XML", 0, 0, 0, 0, 37, 0, 0, 0, 1, 38
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\hm.svg", "XML", 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\hn.svg", "XML", 0, 0, 0, 0, 18, 0, 0, 0, 1, 19
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\hr.svg", "XML", 0, 0, 0, 0, 71, 0, 0, 0, 1, 72
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ht.svg", "XML", 0, 0, 0, 0, 141, 0, 0, 0, 1, 142
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\hu.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\id.svg", "XML", 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ie.svg", "XML", 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\il.svg", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\im.svg", "XML", 0, 0, 0, 0, 37, 0, 0, 0, 1, 38
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\in.svg", "XML", 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\io.svg", "XML", 0, 0, 0, 0, 192, 0, 0, 0, 1, 193
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\iq.svg", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ir.svg", "XML", 0, 0, 0, 0, 521, 0, 0, 0, 1, 522
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\is.svg", "XML", 0, 0, 0, 0, 21, 0, 0, 0, 1, 22
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\it.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\je.svg", "XML", 0, 0, 0, 0, 67, 0, 0, 0, 1, 68
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\jm.svg", "XML", 0, 0, 0, 0, 23, 0, 0, 0, 1, 24
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\jo.svg", "XML", 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\jp.svg", "XML", 0, 0, 0, 0, 20, 0, 0, 0, 1, 21
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ke.svg", "XML", 0, 0, 0, 0, 23, 0, 0, 0, 1, 24
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\kg.svg", "XML", 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\kh.svg", "XML", 0, 0, 0, 0, 155, 0, 0, 0, 1, 156
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ki.svg", "XML", 0, 0, 0, 0, 48, 0, 0, 0, 1, 49
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\km.svg", "XML", 0, 0, 0, 0, 28, 0, 0, 0, 1, 29
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\kn.svg", "XML", 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\kp.svg", "XML", 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\kr.svg", "XML", 0, 0, 0, 0, 41, 0, 0, 0, 1, 42
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\kw.svg", "XML", 0, 0, 0, 0, 22, 0, 0, 0, 1, 23
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ky.svg", "XML", 0, 0, 0, 0, 125, 0, 0, 0, 1, 126
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\kz.svg", "XML", 0, 0, 0, 0, 66, 0, 0, 0, 1, 67
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\la.svg", "XML", 0, 0, 0, 0, 21, 0, 0, 0, 1, 22
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\lb.svg", "XML", 0, 0, 0, 0, 44, 0, 0, 0, 1, 45
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\lc.svg", "XML", 0, 0, 0, 0, 17, 0, 0, 0, 1, 18
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\li.svg", "XML", 0, 0, 0, 0, 43, 0, 0, 0, 1, 44
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\lk.svg", "XML", 0, 0, 0, 0, 22, 0, 0, 0, 1, 23
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\lr.svg", "XML", 0, 0, 0, 0, 28, 0, 0, 0, 1, 29
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\ls.svg", "XML", 0, 0, 0, 0, 173, 0, 0, 0, 1, 174
"d:\wamp\www\istakip\Projects\Panel\Resources\Themes\Default\fonts\flag-icon-css\flags\1x1\lt.svg", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
